"TOA5","CR1000X_Ryan's","CR1000X","39460","CR1000X.Std.08.01","CPU:Pyranometer Test.CR1X","42896","IPtest"
"TIMESTAMP","RECORD","Proto1_Avg","Proto2_Avg","Proto3_Avg","Proto4_Avg","Ref5_Avg","Ref6_Avg"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2024-11-15 12:23:00",283,67.76481,68.66048,65.11423,69.16486,70.94309,68.70651
"2024-11-15 12:24:00",284,76.00457,77.15795,72.90696,77.69096,79.6804,76.96093
"2024-11-15 12:25:00",285,69.61438,70.52539,67.24086,70.95365,72.94758,70.84571
"2024-11-15 12:26:00",286,70.85344,71.72364,68.49632,72.13305,74.23667,72.16446
"2024-11-15 12:27:00",287,76.11856,77.11781,73.43255,77.60682,79.81943,77.45464
"2024-11-15 12:28:00",288,86.4957,87.83276,83.04313,88.43526,90.79673,87.73657
"2024-11-15 12:29:00",289,80.24587,81.44234,77.34785,81.93887,84.14486,81.52088
"2024-11-15 12:30:00",290,66.22724,67.09037,64.49335,67.4782,69.35601,67.72655
"2024-11-15 12:31:00",291,98.74792,100.8385,94.37906,101.5277,103.8866,99.71001
"2024-11-15 12:32:00",292,96.05076,98.12131,91.90515,98.83691,101.132,97.05045
"2024-11-15 12:33:00",293,89.26682,91.17226,85.65195,91.79388,93.94873,90.33157
"2024-11-15 12:34:00",294,84.12188,85.90661,80.93629,86.46476,88.50638,85.25147
"2024-11-15 12:35:00",295,74.55176,76.00776,72.11332,76.46945,78.33566,75.79404
"2024-11-15 12:36:00",296,72.0614,73.44113,69.81704,73.89373,75.72372,73.34325
"2024-11-15 12:37:00",297,68.56805,69.79834,66.57006,70.21777,71.95544,69.84866
"2024-11-15 12:38:00",298,71.52132,72.86516,69.31407,73.35626,75.11465,72.79697
"2024-11-15 12:39:00",299,82.7062,84.45021,79.66036,85.05343,87.03416,83.88634
"2024-11-15 12:40:00",300,72.93601,74.25906,70.63552,74.74423,76.57891,74.2075
"2024-11-15 12:41:00",301,65.61411,66.62453,63.8819,67.02166,68.74657,66.96048
"2024-11-15 12:42:00",302,74.19353,75.51748,71.83813,76.00311,77.83051,75.42802
"2024-11-15 12:43:00",303,70.70371,71.87341,68.63461,72.31381,74.09573,71.97392
"2024-11-15 12:44:00",304,69.60069,70.74326,67.6327,71.17008,72.93061,70.90112
"2024-11-15 12:45:00",305,69.25316,70.39115,67.31585,70.81722,72.54043,70.53623
"2024-11-15 12:46:00",306,65.17134,66.17691,63.55056,66.54903,68.20654,66.5078
"2024-11-15 12:47:00",307,65.88369,66.92162,64.20348,67.30491,68.97805,67.2096
"2024-11-15 12:48:00",308,66.48064,67.49229,64.76841,67.87945,69.58035,67.82847
"2024-11-15 12:49:00",309,64.2908,65.13921,62.81129,65.46937,67.22647,65.75266
"2024-11-15 12:50:00",310,65.13178,65.94717,63.65974,66.27222,68.11153,66.68694
"2024-11-15 12:51:00",311,70.97578,71.97477,69.12382,72.36947,74.3475,72.54235
"2024-11-15 12:52:00",312,70.18916,71.11246,68.3991,71.46674,73.49294,71.76604
"2024-11-15 12:53:00",313,59.52478,59.9458,58.48664,60.19014,62.1039,61.20779
"2024-11-15 12:54:00",314,66.75512,67.481,65.23442,67.82635,69.82099,68.42496
"2024-11-15 12:55:00",315,59.32921,59.76573,58.27727,60.00229,61.90489,61.01004
"2024-11-15 12:56:00",316,48.22108,48.30039,47.89455,48.42693,50.15912,49.95845
"2024-11-15 12:57:00",317,59.43468,60.16011,58.29099,60.46854,62.18724,61.01425
"2024-11-15 12:58:00",318,69.15844,70.34612,67.3148,70.75066,72.48367,70.53239
"2024-11-15 12:59:00",319,51.14612,51.56113,50.51528,51.75994,53.39547,52.75761
"2024-11-15 13:00:00",320,42.37488,42.40709,42.21923,42.51043,44.09214,44.01348
"2024-11-15 13:01:00",321,41.61122,41.63044,41.34351,41.74944,43.2411,43.10513
"2024-11-15 13:02:00",322,38.60342,38.51292,38.36366,38.60789,40.03007,40.00184
"2024-11-15 13:03:00",323,37.34515,37.21504,37.08447,37.29312,38.70729,38.69223
"2024-11-15 13:04:00",324,36.47884,36.3052,36.23374,36.37317,37.80667,37.834
"2024-11-15 13:05:00",325,36.70906,36.52765,36.46405,36.59297,38.05002,38.10606
"2024-11-15 13:06:00",326,37.56127,37.38586,37.30006,37.44953,38.94773,39.01261
"2024-11-15 13:07:00",327,38.82275,38.67619,38.51414,38.73769,40.27734,40.31219
"2024-11-15 13:08:00",328,42.16402,42.13717,41.66214,42.22987,43.8309,43.65808
"2024-11-15 13:09:00",329,52.64772,53.02702,51.48083,53.22561,54.96981,54.09829
"2024-11-15 13:10:00",330,47.45929,47.46046,46.60345,47.57506,49.38508,48.97619
"2024-11-15 13:11:00",331,46.68556,46.56971,45.87638,46.66961,48.50928,48.22102
"2024-11-15 13:12:00",332,45.42165,45.20515,44.67651,45.2819,47.15325,46.97865
"2024-11-15 13:13:00",333,43.06768,42.73749,42.43824,42.78226,44.62965,44.62851
"2024-11-15 13:14:00",334,41.7416,41.39236,41.1589,41.41407,43.24725,43.26962
"2024-11-15 13:15:00",335,41.17073,40.83404,40.60009,40.85889,42.67211,42.67097
"2024-11-15 13:16:00",336,40.13093,39.76951,39.65065,39.79761,41.57131,41.66278
"2024-11-15 13:17:00",337,38.85655,38.49871,38.50805,38.50614,40.24823,40.42884
"2024-11-15 13:18:00",338,37.37695,37.01758,37.09608,37.00843,38.70744,38.92267
"2024-11-15 13:19:00",339,35.74079,35.3504,35.46223,35.33731,36.98216,37.20358
"2024-11-15 13:20:00",340,33.80608,33.37135,33.52275,33.36015,34.92717,35.17282
"2024-11-15 13:21:00",341,31.30447,30.86172,31.06052,30.84643,32.28907,32.57295
"2024-11-15 13:22:00",342,28.69743,28.29797,28.5162,28.28012,29.57897,29.8754
"2024-11-15 13:23:00",343,26.45103,26.11215,26.30528,26.10388,27.26826,27.53848
"2024-11-15 13:24:00",344,24.81356,24.52773,24.66324,24.53426,25.598,25.81327
"2024-11-15 13:25:00",345,23.86971,23.62234,23.69437,23.63799,24.64614,24.80114
"2024-11-15 13:26:00",346,23.44797,23.22082,23.25003,23.24,24.22506,24.34096
"2024-11-15 13:27:00",347,23.25278,23.04244,23.0597,23.05511,24.03279,24.12913
"2024-11-15 13:28:00",348,23.12088,22.92919,22.95494,22.93608,23.90476,23.99616
"2024-11-15 13:29:00",349,23.00161,22.83415,22.88072,22.83486,23.78966,23.88471
"2024-11-15 13:30:00",350,22.84282,22.70295,22.77112,22.69965,23.63675,23.73507
"2024-11-15 13:31:00",351,22.68847,22.58136,22.66212,22.58073,23.49226,23.59184
"2024-11-15 13:32:00",352,22.78406,22.72641,22.81025,22.72833,23.62971,23.72215
"2024-11-15 13:33:00",353,23.34754,23.34231,23.43735,23.34664,24.27135,24.36057
"2024-11-15 13:34:00",354,24.12831,24.15118,24.28685,24.15417,25.12545,25.23632
"2024-11-15 13:35:00",355,24.63717,24.66291,24.85467,24.66388,25.67522,25.82078
"2024-11-15 13:36:00",356,24.65825,24.6831,24.914,24.68287,25.70983,25.87662
"2024-11-15 13:37:00",357,24.47737,24.50351,24.73642,24.50739,25.54007,25.69552
"2024-11-15 13:38:00",358,24.39264,24.4028,24.6264,24.41201,25.45014,25.6043
"2024-11-15 13:39:00",359,24.33526,24.33649,24.53891,24.34689,25.39074,25.53321
"2024-11-15 13:40:00",360,24.54242,24.56066,24.72303,24.57247,25.6285,25.73136
"2024-11-15 13:41:00",361,25.26936,25.32161,25.43964,25.345,26.41707,26.48328
"2024-11-15 13:42:00",362,26.68904,26.82253,26.88054,26.85953,27.9626,27.97348
"2024-11-15 13:43:00",363,29.37665,29.62816,29.6089,29.68128,30.8794,30.80596
"2024-11-15 13:44:00",364,33.80571,34.16442,34.08756,34.23321,35.61157,35.47714
"2024-11-15 13:45:00",365,39.25329,39.68204,39.58258,39.76209,41.3628,41.2025
"2024-11-15 13:46:00",366,45.52536,46.06631,45.79977,46.16882,47.93645,47.66415
"2024-11-15 13:47:00",367,51.89928,52.61767,52.02131,52.75821,54.64496,54.15552
"2024-11-15 13:48:00",368,54.47946,55.16982,54.56229,55.3143,57.30457,56.81873
"2024-11-15 13:49:00",369,58.44328,59.24663,58.32664,59.43398,61.46246,60.76591
"2024-11-15 13:50:00",370,70.5503,72.05502,69.84064,72.39071,74.40234,72.82603
"2024-11-15 13:51:00",371,99.30231,102.5448,97.34663,103.2385,105.3714,101.7583
"2024-11-15 13:52:00",372,105.0354,108.603,102.7969,109.3188,111.5118,107.5013
"2024-11-15 13:53:00",373,87.36765,89.82082,85.83671,90.30349,92.31673,89.55979
"2024-11-15 13:54:00",374,60.97889,61.72686,60.51156,61.92253,63.99153,63.15399
"2024-11-15 13:55:00",375,60.56554,61.26677,60.00666,61.46832,63.51068,62.64846
"2024-11-15 13:56:00",376,59.16859,59.79667,58.4987,60.00836,61.93692,61.04816
"2024-11-15 13:57:00",377,56.6031,57.0961,55.84523,57.29638,59.19516,58.36499
"2024-11-15 13:58:00",378,48.08551,48.14077,47.56081,48.25811,50.11766,49.75344
"2024-11-15 13:59:00",379,45.18696,45.26198,44.7153,45.37001,47.11142,46.7454
"2024-11-15 14:00:00",380,43.97661,44.1678,43.53683,44.28644,45.90613,45.48005
"2024-11-15 14:01:00",381,53.73077,54.69246,52.89624,54.96582,56.54157,55.29872
"2024-11-15 14:02:00",382,71.61747,73.88166,69.98848,74.3415,75.75156,73.04729
"2024-11-15 14:03:00",383,55.48538,56.9097,54.49171,57.23037,58.47896,56.80078
"2024-11-15 14:04:00",384,42.39885,43.16349,41.96053,43.35357,44.5299,43.68892
"2024-11-15 14:05:00",385,89.37753,93.38373,87.3194,94.09873,95.34393,91.0777
"2024-11-15 14:06:00",386,101.4641,106.1682,99.13024,106.9284,108.4443,103.4163
"2024-11-15 14:07:00",387,90.10101,93.71465,88.32852,94.32605,96.04312,92.12266
"2024-11-15 14:08:00",388,88.56922,91.75857,87.06143,92.34362,94.19476,90.76099
"2024-11-15 14:09:00",389,115.2812,120.2152,113.2949,120.9192,123.0179,117.8836
"2024-11-15 14:10:00",390,128.1251,134.0241,126.1152,134.5835,136.9118,130.9633
"2024-11-15 14:11:00",391,117.2407,122.5558,115.6393,122.8628,125.2774,119.9983
"2024-11-15 14:12:00",392,101.7081,106.0979,100.477,106.3251,108.5999,104.2102
"2024-11-15 14:13:00",393,110.8372,116.046,109.2169,116.2939,118.778,113.2824
"2024-11-15 14:14:00",394,113.2758,118.5202,111.5804,118.8762,121.4619,115.7887
"2024-11-15 14:15:00",395,114.6676,119.728,113.0155,120.1475,122.8255,117.3729
"2024-11-15 14:16:00",396,109.6151,114.1167,108.0999,114.4835,116.9049,112.2772
"2024-11-15 14:17:00",397,65.86348,67.19791,65.41476,67.44891,69.24601,67.97083
"2024-11-15 14:18:00",398,79.54897,82.06142,78.55444,82.44273,84.17871,81.78205
"2024-11-15 14:19:00",399,112.6445,117.3069,110.3856,118.0061,119.9656,115.1872
"2024-11-15 14:20:00",400,121.4765,126.3248,118.9198,127.4042,129.4209,124.2366
"2024-11-15 14:21:00",401,126.3469,131.2946,123.8666,132.6629,134.5315,129.1332
"2024-11-15 14:22:00",402,131.1481,136.4988,128.8076,138.0482,139.6132,134.0124
"2024-11-15 14:23:00",403,124.574,129.9454,122.5786,131.3141,132.547,127.2973
"2024-11-15 14:24:00",404,120.0346,125.6368,118.0415,126.6925,127.8117,122.5136
"2024-11-15 14:25:00",405,113.9725,119.7384,112.1364,120.5397,121.5161,115.9831
"2024-11-15 14:26:00",406,107.9685,113.6667,106.2408,114.3777,115.3446,109.6103
"2024-11-15 14:27:00",407,101.2605,106.7901,99.83028,107.4289,108.2553,102.6732
"2024-11-15 14:28:00",408,40.83265,41.97996,40.77763,42.21425,42.70624,41.67984
"2024-11-15 14:29:00",409,32.32693,32.97039,32.54745,33.15322,33.7127,33.28394
"2024-11-15 14:30:00",410,32.40561,33.05169,32.64084,33.23514,33.8527,33.43127
"2024-11-15 14:31:00",411,33.00429,33.57174,33.20648,33.77093,34.52674,34.13692
"2024-11-15 14:32:00",412,34.75731,35.27575,34.91233,35.46988,36.36449,35.98388
"2024-11-15 14:33:00",413,38.64043,39.32747,38.78656,39.50776,40.50083,39.97653
"2024-11-15 14:34:00",414,40.5497,41.38646,40.68351,41.53461,42.53591,41.90058
"2024-11-15 14:35:00",415,31.95631,32.29541,32.22553,32.39746,33.32036,33.19274
"2024-11-15 14:36:00",416,30.73212,31.12315,31.00443,31.24169,32.07549,31.9032
"2024-11-15 14:37:00",417,31.30789,31.78896,31.60052,31.91493,32.74574,32.51386
"2024-11-15 14:38:00",418,32.16898,32.66727,32.46824,32.80624,33.68174,33.42979
"2024-11-15 14:39:00",419,33.01179,33.486,33.26371,33.63837,34.55357,34.30521
"2024-11-15 14:40:00",420,34.543,35.05478,34.75309,35.20942,36.15897,35.88269
"2024-11-15 14:41:00",421,33.96873,34.36067,34.20913,34.4817,35.55872,35.42038
"2024-11-15 14:42:00",422,33.20249,33.46085,33.43577,33.54271,34.70429,34.6662
"2024-11-15 14:43:00",423,32.15185,32.28514,32.32614,32.36596,33.52294,33.54004
"2024-11-15 14:44:00",424,31.02876,31.11665,31.18658,31.19875,32.29773,32.34689
"2024-11-15 14:45:00",425,30.82814,30.95179,30.99645,31.02734,32.10707,32.13006
"2024-11-15 14:46:00",426,30.74687,30.84685,30.92568,30.90448,32.00695,32.06535
"2024-11-15 14:47:00",427,30.32055,30.40351,30.44088,30.45764,31.52601,31.5708
"2024-11-15 14:48:00",428,29.50117,29.5772,29.60167,29.62301,30.67873,30.7146
"2024-11-15 14:49:00",429,29.5165,29.60921,29.65441,29.65775,30.72321,30.77328
"2024-11-15 14:50:00",430,29.45182,29.5429,29.67544,29.5784,30.68757,30.78355
"2024-11-15 14:51:00",431,28.13383,28.18835,28.38968,28.21946,29.30777,29.44882
"2024-11-15 14:52:00",432,26.82553,26.84605,27.0228,26.88952,27.90681,28.04545
"2024-11-15 14:53:00",433,26.80253,26.80453,26.91536,26.85404,27.85281,27.96191
"2024-11-15 14:54:00",434,27.63937,27.62148,27.68112,27.66979,28.70531,28.80136
"2024-11-15 14:55:00",435,28.068,28.03304,28.06698,28.07717,29.12701,29.22233
"2024-11-15 14:56:00",436,27.35589,27.3731,27.27261,27.42496,28.39152,28.38722
"2024-11-15 14:57:00",437,28.86153,29.06301,28.668,29.14498,30.06809,29.84048
"2024-11-15 14:58:00",438,32.13276,32.43962,31.84962,32.54902,33.56395,33.17557
"2024-11-15 14:59:00",439,53.90584,55.56323,53.06845,56.01693,57.04786,55.3049
"2024-11-15 15:00:00",440,64.43763,66.71726,63.37851,67.45086,68.37507,66.08598
"2024-11-15 15:01:00",441,57.42552,59.25155,56.58549,59.80844,60.73333,58.87882
"2024-11-15 15:02:00",442,42.74135,43.71271,42.4772,43.97118,45.02074,44.11937
"2024-11-15 15:03:00",443,42.38691,43.3532,42.39076,43.54969,44.70268,43.96312
"2024-11-15 15:04:00",444,48.10947,49.35977,48.13673,49.64758,50.81513,49.84319
"2024-11-15 15:05:00",445,45.94156,46.91105,46.0783,47.12255,48.4361,47.75145
"2024-11-15 15:06:00",446,41.44136,42.07651,41.71819,42.19231,43.57742,43.25097
"2024-11-15 15:07:00",447,38.57175,39.15944,38.9089,39.27121,40.49618,40.22104
"2024-11-15 15:08:00",448,42.73586,43.85123,43.04172,44.15697,45.0554,44.29995
"2024-11-15 15:09:00",449,58.41446,60.91563,58.56437,61.61432,62.07216,60.07051
"2024-11-15 15:10:00",450,35.82588,36.58955,36.23878,36.72874,37.65116,37.23484
"2024-11-15 15:11:00",451,36.55695,37.48185,37.07721,37.64213,38.53773,38.05162
"2024-11-15 15:12:00",452,48.9722,50.9318,49.4454,51.3257,52.11545,50.73152
"2024-11-15 15:13:00",453,54.24696,56.56075,54.55718,57.0053,57.71144,55.90194
"2024-11-15 15:14:00",454,37.4169,38.40722,37.84054,38.61828,39.47184,38.83838
"2024-11-15 15:15:00",455,40.80111,42.19312,41.24637,42.47816,43.21574,42.25038
"2024-11-15 15:16:00",456,37.58733,38.75587,38.03923,38.99221,39.75926,38.99683
"2024-11-15 15:17:00",457,32.7431,33.5663,33.14404,33.74099,34.50465,34.01077
"2024-11-15 15:18:00",458,31.14679,31.94015,31.49209,32.11865,32.7838,32.27132
"2024-11-15 15:19:00",459,33.13552,34.22812,33.42379,34.46104,34.95103,34.13495
"2024-11-15 15:20:00",460,25.31543,25.81017,25.57705,25.94816,26.4913,26.18901
"2024-11-15 15:21:00",461,24.96272,25.42713,25.23743,25.54807,26.16792,25.90709
"2024-11-15 15:22:00",462,25.48003,25.90456,25.752,26.01504,26.73635,26.51664
"2024-11-15 15:23:00",463,26.86884,27.24767,27.11979,27.35066,28.21277,28.02641
"2024-11-15 15:24:00",464,28.13021,28.43639,28.37244,28.53266,29.51157,29.38335
"2024-11-15 15:25:00",465,30.23581,30.65866,30.50212,30.76725,31.74039,31.53304
"2024-11-15 15:26:00",466,29.05838,29.39716,29.32526,29.48323,30.44707,30.32879
"2024-11-15 15:27:00",467,29.38746,29.78664,29.60276,29.88825,30.8231,30.63587
"2024-11-15 15:28:00",468,30.5607,31.08507,30.62948,31.2213,32.08305,31.69399
"2024-11-15 15:29:00",469,31.34364,31.8987,31.26265,32.04502,32.91513,32.40356
"2024-11-15 15:30:00",470,34.73114,35.44203,34.54541,35.61958,36.56487,35.84861
"2024-11-15 15:31:00",471,39.03138,39.87307,38.76962,40.07108,41.14254,40.25329
"2024-11-15 15:32:00",472,41.97786,42.81379,41.68193,43.01522,44.22023,43.30415
"2024-11-15 15:33:00",473,50.851,52.3597,50.67474,52.6441,53.8328,52.36543
"2024-11-15 15:34:00",474,53.32275,55.10922,53.28827,55.42079,56.50949,54.87447
"2024-11-15 15:35:00",475,48.46617,50.00446,48.582,50.26635,51.24327,49.95639
"2024-11-15 15:36:00",476,42.99105,44.29295,43.28481,44.4959,45.38469,44.41947
"2024-11-15 15:37:00",477,34.79039,35.53685,35.12393,35.66518,36.53775,36.08892
"2024-11-15 15:38:00",478,32.83739,33.58514,33.23813,33.71867,34.5005,34.07142
"2024-11-15 15:39:00",479,35.89391,37.03882,36.39523,37.24433,37.93775,37.18974
"2024-11-15 15:40:00",480,52.39743,55.10441,53.15146,55.51479,56.07528,53.98111
"2024-11-15 15:41:00",481,60.64909,64.05773,61.55431,64.5655,65.14245,62.4657
"2024-11-15 15:43:00",482,0.1091921,0.1186142,0.09466825,0.1329157,0.1344503,0.09537458
"2024-11-15 15:44:00",483,0.1217505,0.1259277,0.1010059,0.1397684,0.1426462,0.1001149
"2024-11-15 15:45:00",484,0.1267432,0.1313913,0.1063321,0.145604,0.1487145,0.1045265
"2024-11-15 15:46:00",485,0.1112937,0.10715,0.08782288,0.1275976,0.1229063,0.08939797
"2024-11-15 15:47:00",486,0.1130884,0.1081109,0.08989236,0.1291994,0.1247508,0.09136432
"2024-11-15 15:48:00",487,0.1253563,0.120488,0.1020314,0.1412837,0.1391246,0.1033623
"2024-11-15 15:49:00",488,0.1273642,0.1267323,0.1052141,0.142262,0.1422301,0.1052038
"2024-11-15 15:50:00",489,0.1280149,0.1278981,0.1063145,0.1428213,0.1431784,0.1055777
"2024-11-15 15:51:00",490,0.1278569,0.1279094,0.1067991,0.1427952,0.1431255,0.1056185
"2024-11-15 15:52:00",491,0.1328106,0.1328972,0.1119103,0.1475085,0.1486356,0.110909
"2024-11-15 15:53:00",492,0.1325443,0.1325596,0.1110998,0.1472328,0.1487004,0.1105947
"2024-11-15 15:54:00",493,0.1242748,0.1207015,0.09991676,0.139412,0.1385738,0.1021084
"2024-11-15 15:55:00",494,0.1236706,0.1199776,0.0990178,0.1388443,0.1379677,0.1014492
"2024-11-15 15:56:00",495,0.122108,0.1183589,0.09772491,0.1369279,0.136076,0.09980647
"2024-11-15 15:57:00",496,0.1007226,0.09738974,0.07819808,0.115971,0.1123768,0.07899456
"2024-11-15 15:58:00",497,0.106734,0.1045473,0.08415062,0.12308,0.1208784,0.08396051
"2024-11-15 15:59:00",498,0.1213512,0.1185768,0.09564694,0.1397748,0.138393,0.09400921
"2024-11-15 16:00:00",499,0.1146186,0.1104169,0.09053567,0.1303365,0.1288168,0.09202024
"2024-11-15 16:01:00",500,0.1201213,0.1139215,0.09386602,0.133822,0.1328384,0.09732056
"2024-11-15 16:02:00",501,0.1223696,0.1106635,0.0918806,0.138033,0.1306455,0.1010916
"2024-11-15 16:03:00",502,0.114447,0.09990805,0.08416472,0.1257583,0.1175741,0.09459081
"2024-11-15 16:04:00",503,0.1238802,0.1082721,0.09253678,0.1345938,0.1274267,0.1040584
"2024-11-15 16:05:00",504,0.1261345,0.1116469,0.09453249,0.1381834,0.1312759,0.1052178
"2024-11-15 16:06:00",505,0.1243714,0.114215,0.09181863,0.1443045,0.1361284,0.09965535
"2024-11-15 16:07:00",506,0.1231501,0.1118783,0.08951958,0.1428501,0.1335235,0.09749105
"2024-11-15 16:08:00",507,0.1149439,0.1045395,0.08408653,0.1342039,0.123897,0.09181605
"2024-11-15 16:10:00",508,0.1136103,0.1076051,0.1152315,0.09923497,0.1025495,0.1204828
"2024-11-15 16:11:00",509,0.1725204,0.1608932,0.1628822,0.1650902,0.1612872,0.1741343
"2024-11-15 16:12:00",510,0.2226809,0.2062127,0.204608,0.2182802,0.2108925,0.2222155
"2024-11-15 16:13:00",511,0.1856041,0.1709071,0.170597,0.1815146,0.1737936,0.1842326
"2024-11-15 16:14:00",512,0.1640255,0.1491452,0.1494275,0.1595446,0.1511153,0.1629231
"2024-11-15 16:15:00",513,0.1646864,0.1504008,0.1506989,0.1607333,0.1525451,0.1632194
"2024-11-15 16:16:00",514,0.1739531,0.1587943,0.1591502,0.1690843,0.1615141,0.173082
"2024-11-15 16:17:00",515,0.1124684,0.1094552,0.1130131,0.1046173,0.10657,0.121679
