 "x",  "y",  "u",  "v",  "sigma",  "x_c",  "y_c",  "u_c",  "v_c",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma"
306,670,0.104415,98.9077,0.022765,69,253,0.104401,-98.9077,0.00866874,0.0161309,0.0037752,0.0177077,0.00709199,1.17516
315,670,0.145128,98.6612,0.0216116,78,253,0.145142,-98.6612,0.00880595,0.0159995,0.00437998,0.0180702,0.00673518,1.12916
324,670,0.229973,98.4096,0.0213935,87,253,0.22998,-98.4096,0.00970347,0.0159059,0.00499206,0.0186816,0.00692776,1.06334
207,679,-1.34659,99.6054,0.0255259,-30,244,-1.34659,-99.6054,0.032624,0.0185917,-0.00226669,0.0329811,0.0182346,-0.156241
216,679,-0.916553,99.5277,0.0240699,-21,244,-0.91655,-99.5277,0.0282691,0.0181506,-0.00180282,0.0285807,0.017839,-0.171156
225,679,-0.40495,99.6044,0.0245695,-12,244,-0.404953,-99.6044,0.0245401,0.0177618,-0.00129599,0.0247795,0.0175224,-0.182617
234,679,-0.279708,99.732,0.0241343,-3,244,-0.279709,-99.732,0.0214891,0.0174142,-0.000781619,0.0216339,0.0172694,-0.183158
243,679,-0.19985,99.7395,0.0234113,6,244,-0.199844,-99.7395,0.018924,0.0171292,-0.000252471,0.0189589,0.0170944,-0.137124
252,679,-0.204782,99.6727,0.023074,15,244,-0.204788,-99.6727,0.0166177,0.01686,0.000284852,0.0170484,0.0164293,0.986409
261,679,-0.157899,99.6101,0.0242521,24,244,-0.157898,-99.6101,0.0145678,0.0166113,0.00083048,0.0169063,0.0142728,1.22956
270,679,-0.0499198,99.7453,0.0286399,33,244,-0.0499268,-99.7453,0.0127771,0.0163841,0.00138292,0.0168533,0.0123079,1.24371
279,679,0.0545227,99.6626,0.0252888,42,244,0.0545349,-99.6626,0.0112486,0.016179,0.00194051,0.0168511,0.0105765,1.23736
288,679,0.0796812,99.5802,0.0261126,51,244,0.0796814,-99.5802,0.00998539,0.0159971,0.00250136,0.0169017,0.00908075,1.22377
297,679,0.0609136,99.4534,0.0251304,60,244,0.0609131,-99.4534,0.00899037,0.0158395,0.00306345,0.0170098,0.00782012,1.2059
306,679,0.0996455,99.5095,0.0235088,69,244,0.0996399,-99.5095,0.00853478,0.0157287,0.00363364,0.0172446,0.00701887,1.17556
315,679,0.172307,99.0549,0.0226639,78,244,0.172302,-99.0549,0.00873752,0.0156835,0.00421914,0.0176752,0.00674583,1.12975
324,679,0.343835,98.7303,0.0247223,87,244,0.343842,-98.7303,0.00968864,0.015697,0.00480487,0.0183596,0.00702609,1.06478
207,688,-1.30009,99.5923,0.0286916,-30,235,-1.30009,-99.5923,0.0313304,0.0181588,-0.00236492,0.0317421,0.017747,-0.172376
216,688,-0.879242,99.6419,0.0251665,-21,235,-0.879242,-99.642,0.0271598,0.0176695,-0.00186643,0.0275137,0.0173157,-0.187375
225,688,-0.278567,99.7111,0.0237033,-12,235,-0.278564,-99.7111,0.0235997,0.0172428,-0.00134527,0.0238726,0.0169698,-0.200192
234,688,-0.20964,99.7811,0.02253,-3,235,-0.209641,-99.7811,0.0207012,0.0168704,-0.000833692,0.0208748,0.0166968,-0.205262
243,688,-0.184531,99.7732,0.0221088,6,235,-0.184525,-99.7732,0.0182532,0.0165706,-0.000310399,0.0183086,0.0165152,-0.176732
252,688,-0.193714,99.7449,0.0225797,15,235,-0.19371,-99.7449,0.0160561,0.0162928,0.000216036,0.0164208,0.0159281,1.03603
261,688,-0.141524,99.7272,0.0232007,24,235,-0.14151,-99.7272,0.014108,0.0160423,0.000746076,0.0162967,0.0138537,1.24227
270,688,-0.0348663,99.8221,0.0279594,33,235,-0.0348816,-99.8221,0.0124119,0.0158201,0.00127867,0.0162465,0.0119855,1.24894
279,688,0.0594038,99.7873,0.0258132,42,235,0.0594177,-99.7873,0.0109709,0.0156273,0.00181255,0.0162497,0.0103485,1.24005
288,688,0.106169,99.7323,0.0258791,51,235,0.106171,-99.7324,0.0097882,0.0154653,0.00234628,0.0163094,0.00894403,1.22543
297,688,0.132873,99.7128,0.0252909,60,235,0.132874,-99.7128,0.00886695,0.0153354,0.0028782,0.0164306,0.0077717,1.20719
306,688,0.152546,99.7002,0.0245954,69,235,0.152557,-99.7003,0.00849437,0.0152678,0.0034112,0.016688,0.0070742,1.1763
315,688,0.231789,99.3077,0.0232927,78,235,0.231781,-99.3077,0.0087762,0.0152862,0.00395092,0.0171503,0.00691214,1.12996
324,688,0.927747,99.0738,0.0271458,87,235,0.927734,-99.0739,0.009793,0.0153848,0.00448176,0.0178713,0.00730656,1.06428
207,697,-1.21949,99.6717,0.0304547,-30,226,-1.21948,-99.6717,0.0299621,0.0178592,-0.00237448,0.0304113,0.0174101,-0.186961
216,697,-0.6886,99.7529,0.027104,-21,226,-0.688599,-99.7529,0.0259882,0.0173189,-0.0018466,0.0263652,0.0169419,-0.201361
225,697,-0.220058,99.8331,0.0252956,-12,226,-0.220062,-99.8331,0.0226127,0.0168485,-0.00132021,0.0229006,0.0165605,-0.214773
234,697,-0.194899,99.8376,0.0241824,-3,226,-0.194901,-99.8376,0.0198846,0.0164423,-0.000822879,0.0200712,0.0162557,-0.222986
243,697,-0.184844,99.8217,0.0228724,6,226,-0.184845,-99.8217,0.0175725,0.0161192,-0.000317577,0.0176388,0.0160529,-0.206023
252,697,-0.146324,99.8157,0.0217639,15,226,-0.146317,-99.8157,0.0155036,0.015824,0.000184586,0.0159082,0.0154194,1.14276
261,697,-0.066119,99.8287,0.0226866,24,226,-0.0661316,-99.8287,0.0136766,0.0155617,0.000684402,0.0157839,0.0134543,1.25677
270,697,0.0155909,99.8804,0.0279189,33,226,0.0155945,-99.8804,0.0120944,0.0153339,0.00118137,0.0157189,0.0117093,1.25572
279,697,0.0711447,99.8823,0.0271318,42,226,0.0711365,-99.8823,0.01076,0.0151422,0.00167476,0.015709,0.0101933,1.24448
288,697,0.138392,99.8491,0.0240895,51,226,0.138397,-99.8491,0.00967685,0.0149883,0.00216367,0.0157581,0.00890703,1.22897
297,697,0.155057,99.82,0.0212633,60,226,0.15506,-99.82,0.00884805,0.0148739,0.00264696,0.0158715,0.00785047,1.21038
306,697,0.183527,99.7843,0.0205129,69,226,0.183533,-99.7844,0.00857746,0.0148349,0.00312043,0.016125,0.00728737,1.17876
315,697,0.225481,99.708,0.0223322,78,226,0.225494,-99.708,0.00895522,0.0149019,0.00358887,0.0165891,0.00726801,1.13133
324,697,0.940457,99.5269,0.0279737,87,226,0.94046,-99.5269,0.0100529,0.0150702,0.00403778,0.0173152,0.00780791,1.06336
207,706,-1.10666,99.8022,0.0316017,-30,217,-1.10666,-99.8022,0.0285323,0.0176828,-0.00232888,0.029011,0.017204,-0.202757
216,706,-0.334647,99.9086,0.0292276,-21,217,-0.334641,-99.9086,0.0247906,0.0171261,-0.00177149,0.0251802,0.0167365,-0.216501
225,706,-0.190292,99.9104,0.0288756,-12,217,-0.190292,-99.9104,0.0216283,0.0166416,-0.00124064,0.0219199,0.01635,-0.230853
234,706,-0.153958,99.8899,0.0278132,-3,217,-0.153961,-99.8899,0.0190988,0.016225,-0.000760677,0.0192877,0.016036,-0.243436
243,706,-0.133064,99.8712,0.0250554,6,217,-0.133057,-99.8712,0.0169425,0.0158991,-0.000275746,0.0170109,0.0158307,-0.243114
252,706,-0.0907371,99.8683,0.0214859,15,217,-0.090744,-99.8683,0.0150193,0.0156047,0.000199498,0.0156662,0.0149577,1.27169
261,706,-0.00400402,99.8921,0.0236933,24,217,-0.0039978,-99.8921,0.0133288,0.0153464,0.000665953,0.0155464,0.0131288,1.27906
270,706,0.0676675,99.9066,0.0304211,33,217,0.0676575,-99.9066,0.0118743,0.0151262,0.00112352,0.0154766,0.0115239,1.26847
279,706,0.110686,99.9185,0.029155,42,217,0.110687,-99.9185,0.0106593,0.0149459,0.00157183,0.0154605,0.0101447,1.25441
288,706,0.120647,99.8988,0.0237003,51,217,0.120636,-99.8989,0.00968723,0.0148075,0.00201031,0.0155025,0.00899228,1.23796
297,706,0.132874,99.8738,0.0198456,60,217,0.132874,-99.8738,0.00896171,0.014713,0.00243811,0.0156075,0.00806725,1.21918
306,706,0.168557,99.8545,0.019551,69,217,0.168549,-99.8545,0.0088058,0.0147029,0.00284077,0.0158488,0.00765997,1.18741
315,706,0.204371,99.8286,0.022074,78,217,0.204376,-99.8286,0.00929651,0.0148109,0.00322212,0.0162944,0.00781292,1.1393
324,706,0.990605,99.7225,0.027037,87,217,0.990601,-99.7225,0.010479,0.0150352,0.00356702,0.0169895,0.00852468,1.06958
207,715,-0.94921,100.024,0.029997,-30,208,-0.949203,-100.024,0.0269966,0.0175376,-0.00223471,0.0274979,0.0170362,-0.220705
216,715,-0.30048,100.002,0.0284593,-21,208,-0.300476,-100.002,0.0234996,0.0169659,-0.00164843,0.0238919,0.0165735,-0.233656
225,715,-0.21166,99.9773,0.0280497,-12,208,-0.211655,-99.9773,0.020567,0.0164689,-0.00111656,0.0208514,0.0161844,-0.249466
234,715,-0.165632,99.9522,0.0268571,-3,208,-0.165634,-99.9522,0.018256,0.0160425,-0.000660445,0.0184381,0.0158604,-0.269008
243,715,-0.120503,99.9347,0.0251792,6,208,-0.120499,-99.9348,0.0162804,0.0157137,-0.00020431,0.0163464,0.0156477,-0.312334
252,715,-0.059901,99.9422,0.0236289,15,208,-0.059906,-99.9422,0.0145261,0.0154226,0.000234971,0.0154805,0.0144682,1.3294
261,715,0.036467,99.9618,0.0277693,24,208,0.0364685,-99.9618,0.0129958,0.015172,0.000658063,0.0153555,0.0128123,1.29883
270,715,0.099079,99.9498,0.0340483,33,208,0.0990906,-99.9498,0.0116927,0.0149645,0.00106543,0.0152809,0.0113763,1.28216
279,715,0.106769,99.9376,0.0293635,42,208,0.106781,-99.9376,0.0106199,0.0148027,0.00145731,0.0152604,0.0101622,1.26651
288,715,0.0918583,99.9197,0.023543,51,208,0.0918579,-99.9197,0.00978097,0.0146894,0.00183372,0.0152988,0.00917158,1.24995
297,715,0.10564,99.9183,0.0214139,60,208,0.105652,-99.9183,0.00917938,0.0146275,0.00219451,0.0154015,0.00840539,1.23172
306,715,0.137375,99.9124,0.0211823,69,208,0.13736,-99.9124,0.00915993,0.0146669,0.00251219,0.0156407,0.00818611,1.20099
