 "x",  "y",  "u",  "v",  "sigma",  "x_c",  "y_c",  "u_c",  "v_c",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma"
252,670,-0.0197956,99.7718,0.0204589,15,253,-0.0197906,-99.7717,0.0110382,0.0183963,0.000984235,0.0185256,0.0109088,1.44009
261,670,0.0256986,99.7396,0.0209614,24,253,0.0256958,-99.7396,0.0112838,0.0180764,0.00112977,0.0182593,0.0111008,1.41023
270,670,0.0927332,99.7547,0.02469,33,253,0.0927429,-99.7547,0.0117509,0.0177621,0.00129497,0.0180292,0.0114838,1.36739
279,670,0.170181,99.694,0.0244846,42,253,0.170166,-99.694,0.0124436,0.0174559,0.00147659,0.0178586,0.012041,1.30458
288,670,0.177589,99.682,0.0265628,51,253,0.177582,-99.6819,0.0133665,0.01716,0.00167126,0.0177913,0.0127353,1.20966
297,670,0.190172,99.6598,0.0258523,60,253,0.190186,-99.6598,0.0145241,0.0168766,0.00187553,0.0179142,0.0134865,1.06547
306,670,0.303147,99.5959,0.0238073,69,253,0.303162,-99.5959,0.0161577,0.0165897,0.00211542,0.0185001,0.0142473,0.836278
315,670,0.432618,99.4438,0.0240143,78,253,0.432617,-99.4438,0.0183643,0.0163538,0.00238958,0.0199514,0.0147666,0.586301
324,670,0.737024,99.0614,0.0243328,87,253,0.73703,-99.0613,0.0212117,0.0161935,0.00266749,0.0223647,0.0150405,0.407995
207,679,-0.654641,99.8135,0.0252351,-30,244,-0.654648,-99.8135,0.0145876,0.0188608,0.000598413,0.018943,0.0145054,1.43426
216,679,-0.340006,99.7782,0.0225553,-21,244,-0.340012,-99.7781,0.0129036,0.0184904,0.000548873,0.0185438,0.0128502,1.47379
225,679,-0.132949,99.7784,0.0222301,-12,244,-0.13295,-99.7784,0.011764,0.0181364,0.000578859,0.0181886,0.0117118,1.48094
234,679,-0.088168,99.8348,0.0220487,-3,244,-0.0881653,-99.8348,0.0112193,0.0178039,0.000646102,0.0178667,0.0111565,1.4739
243,679,-0.0629505,99.8149,0.0213082,6,244,-0.0629578,-99.8149,0.0110877,0.0175009,0.000748479,0.0175871,0.0110015,1.45614
252,679,-0.0507348,99.7877,0.0202809,15,244,-0.0507355,-99.7877,0.0111758,0.017201,0.000871669,0.0173246,0.0110522,1.42997
261,679,-0.0167559,99.7386,0.0208244,24,244,-0.0167542,-99.7386,0.011483,0.0169102,0.00101395,0.0170934,0.0112998,1.392
270,679,0.078553,99.7983,0.0249955,33,244,0.0785522,-99.7983,0.0120133,0.0166304,0.00117252,0.0169111,0.0117326,1.33582
279,679,0.200461,99.7361,0.0228198,42,244,0.20047,-99.7361,0.0127706,0.0163638,0.00134445,0.0168111,0.0123232,1.24958
288,679,0.249115,99.6973,0.0243606,51,244,0.249115,-99.6973,0.0137593,0.0161122,0.00152672,0.0168632,0.0130083,1.11367
297,679,0.245226,99.6645,0.0243304,60,244,0.245239,-99.6644,0.0149837,0.0158777,0.0017162,0.0172041,0.0136572,0.912794
306,679,0.311841,99.6873,0.0234422,69,244,0.311829,-99.6873,0.0167029,0.0156513,0.00193796,0.0181851,0.0141691,0.652931
315,679,0.424675,99.5795,0.0242418,78,244,0.424683,-99.5795,0.0190061,0.0154887,0.00218635,0.0200533,0.0144415,0.446692
324,679,0.885407,99.2576,0.026539,87,244,0.885406,-99.2576,0.0219552,0.0154099,0.00243211,0.0227599,0.0146051,0.319556
207,688,-0.784894,99.7598,0.0280801,-30,235,-0.784897,-99.7598,0.0143026,0.0180173,0.000448206,0.0180706,0.0142493,1.4524
216,688,-0.418144,99.8229,0.0234705,-21,235,-0.418137,-99.8229,0.0127043,0.0176332,0.000439857,0.0176722,0.0126654,1.48249
225,688,-0.0980219,99.8261,0.0210684,-12,235,-0.0980225,-99.8261,0.0116539,0.0172692,0.000491158,0.0173119,0.0116112,1.48421
234,688,-0.0646761,99.8591,0.0203782,-3,235,-0.064682,-99.8591,0.0111999,0.0169275,0.000563567,0.0169825,0.0111449,1.47364
243,688,-0.0614885,99.8358,0.0201129,6,235,-0.0614929,-99.8358,0.0111406,0.0166258,0.000665896,0.0167055,0.0110609,1.4517
252,688,-0.0589391,99.8149,0.0202738,15,235,-0.0589447,-99.8149,0.0113016,0.0163314,0.0007838,0.0164507,0.0111823,1.41974
261,688,-0.0103198,99.8071,0.0207148,24,235,-0.0103149,-99.8071,0.0116824,0.0160497,0.000915927,0.016234,0.0114981,1.37221
270,688,0.0523429,99.895,0.0254976,33,235,0.0523376,-99.895,0.012287,0.0157827,0.00105989,0.0160789,0.0119908,1.29824
279,688,0.155167,99.8495,0.024097,42,235,0.155182,-99.8495,0.0131193,0.0155324,0.00121316,0.0160369,0.0126148,1.17674
288,688,0.235481,99.798,0.0244978,51,235,0.235474,-99.798,0.0141834,0.0153008,0.0013731,0.0162245,0.0132597,0.978622
297,688,0.33223,99.7597,0.0248307,60,235,0.332245,-99.7597,0.0154835,0.0150897,0.00153696,0.0168361,0.0137371,0.721688
306,688,0.388239,99.748,0.0249179,69,235,0.388245,-99.748,0.0172987,0.0148943,0.00172624,0.0182001,0.0139929,0.481237
315,688,0.474949,99.6405,0.0248782,78,235,0.474945,-99.6405,0.0197047,0.014771,0.00193178,0.0203711,0.0141047,0.332174
324,688,1.20585,99.4482,0.0279298,87,235,1.20584,-99.4482,0.0227593,0.0147374,0.00212618,0.023288,0.0142087,0.243715
207,697,-0.744949,99.7839,0.0292619,-30,226,-0.744949,-99.7839,0.0139463,0.0175056,0.000346499,0.017539,0.0139129,1.47465
216,697,-0.302633,99.8736,0.0248542,-21,226,-0.302628,-99.8736,0.0124466,0.0170919,0.000377083,0.0171223,0.0124162,1.49032
225,697,-0.0637952,99.8774,0.0219068,-12,226,-0.063797,-99.8774,0.0114992,0.0167018,0.000446065,0.0167398,0.0114612,1.48588
234,697,-0.0497617,99.8762,0.020982,-3,226,-0.0497589,-99.8762,0.0111503,0.0163353,0.000518914,0.0163867,0.0110989,1.47202
243,697,-0.0497335,99.86,0.0202436,6,226,-0.0497284,-99.86,0.0111768,0.0160199,0.000616215,0.0160971,0.0110997,1.4462
252,697,-0.0354638,99.8557,0.0198056,15,226,-0.0354614,-99.8557,0.0114231,0.0157155,0.000723226,0.0158341,0.0113046,1.40828
261,697,0.0192249,99.8835,0.0211913,24,226,0.0192261,-99.8835,0.0118893,0.0154269,0.000838861,0.0156157,0.0117005,1.34937
270,697,0.063201,99.9367,0.026978,33,226,0.0632019,-99.9368,0.0125791,0.0151562,0.000961145,0.0154752,0.0122601,1.25036
279,697,0.122819,99.9108,0.0265826,42,226,0.122833,-99.9108,0.0134964,0.0149059,0.00108798,0.0154974,0.0129049,1.07278
288,697,0.18173,99.8697,0.024046,51,226,0.181732,-99.8698,0.0146453,0.0146778,0.00121715,0.0158788,0.0134443,0.792074
297,697,0.286623,99.815,0.0228455,60,226,0.286621,-99.815,0.0160298,0.0144741,0.0013463,0.0168068,0.0136971,0.523449
306,697,0.401285,99.7934,0.0228047,69,226,0.401276,-99.7934,0.0179495,0.0142939,0.00149146,0.0184808,0.0137626,0.342203
315,697,0.513794,99.7377,0.0243916,78,226,0.513794,-99.7377,0.020463,0.0141936,0.00164087,0.0208665,0.0137902,0.241118
324,697,1.60352,99.6409,0.0276061,87,226,1.60352,-99.6409,0.0236247,0.0141908,0.00176959,0.0239457,0.0138697,0.179453
207,706,-0.567627,99.9013,0.0301547,-30,217,-0.567627,-99.9013,0.0134873,0.016994,0.000292824,0.0170183,0.0134631,1.48805
216,706,-0.119565,99.9427,0.0263213,-21,217,-0.119568,-99.9426,0.0121257,0.0165796,0.000365907,0.0166094,0.0120958,1.48937
225,706,-0.011946,99.9146,0.0251553,-12,217,-0.0119476,-99.9146,0.0113134,0.0161949,0.00045507,0.0162369,0.0112714,1.47863
234,706,-0.0134072,99.8891,0.0239783,-3,217,-0.0134125,-99.8892,0.0111,0.0158351,0.000528652,0.0158934,0.0110417,1.46095
243,706,-0.00757127,99.8777,0.021996,6,217,-0.00756836,-99.8777,0.0112349,0.0155389,0.000620774,0.0156266,0.0111471,1.43038
252,706,0.0085474,99.8929,0.019643,15,217,0.00854492,-99.8929,0.0115866,0.0152584,0.000716385,0.0153933,0.0114518,1.38478
261,706,0.0794649,99.9401,0.0229086,24,217,0.0794678,-99.9401,0.0121561,0.0149972,0.000814552,0.0152142,0.0119392,1.31048
270,706,0.124688,99.9452,0.0306745,33,217,0.124695,-99.9452,0.0129472,0.0147573,0.000913642,0.0151383,0.0125662,1.17574
279,706,0.165102,99.928,0.0299761,42,217,0.1651,-99.928,0.0139637,0.0145408,0.00101188,0.0153044,0.0132,0.924278
288,706,0.154992,99.9049,0.0256779,51,217,0.154999,-99.905,0.0152097,0.0143494,0.00110735,0.0159675,0.0135916,0.600132
297,706,0.211674,99.8916,0.0236293,60,217,0.21167,-99.8916,0.0166893,0.014185,0.00119799,0.0171701,0.0137043,0.381656
306,706,0.376187,99.8764,0.0237393,69,217,0.37619,-99.8764,0.0187278,0.0140589,0.00129149,0.0190613,0.0137255,0.252658
315,706,0.565226,99.8439,0.0251873,78,217,0.565216,-99.8439,0.0213541,0.0140068,0.00137432,0.0216028,0.0137581,0.17899
324,706,1.71569,99.8314,0.0265622,87,217,1.7157,-99.8314,0.0246244,0.0140529,0.00142461,0.024813,0.0138643,0.131632
207,715,-0.369886,100.122,0.0289501,-30,208,-0.369888,-100.122,0.012932,0.0166544,0.00025337,0.0166716,0.0129148,1.50315
216,715,-0.0877292,100.018,0.0259162,-21,208,-0.0877228,-100.018,0.0117389,0.0162268,0.000364937,0.0162562,0.0117094,1.49019
225,715,-0.0277175,99.9601,0.0250001,-12,208,-0.02771,-99.9601,0.0110877,0.0158369,0.000470457,0.015883,0.0110415,1.473
234,715,-0.0153862,99.927,0.0237816,-3,208,-0.0153809,-99.927,0.0110297,0.0154758,0.00054088,0.0155406,0.0109649,1.45146
243,715,0.00707552,99.9189,0.0229595,6,208,0.00708008,-99.9189,0.0112926,0.0151883,0.000623806,0.0152857,0.0111952,1.41583
252,715,0.0475258,99.9565,0.0223196,15,208,0.0475311,-99.9565,0.0117656,0.0149224,0.000704359,0.0150724,0.0116155,1.36093
261,715,0.145492,100.013,0.0276265,24,208,0.145477,-100.013,0.012452,0.0146803,0.000781418,0.014927,0.0122052,1.26498
270,715,0.184552,99.9927,0.0351957,33,208,0.18454,-99.9927,0.0133554,0.0144641,0.000853763,0.0149277,0.0128918,1.07334
279,715,0.183797,99.9467,0.0309751,42,208,0.183807,-99.9467,0.0144798,0.0142761,0.000920057,0.0153036,0.0134523,0.730269
288,715,0.165806,99.9085,0.0266528,51,208,0.165802,-99.9085,0.0158289,0.0141183,0.000978854,0.0162735,0.0136737,0.426328
297,715,0.195868,99.9171,0.0268574,60,208,0.195862,-99.9171,0.0174066,0.013993,0.00102861,0.0176926,0.013707,0.271184
306,715,0.373077,99.934,0.0265866,69,208,0.373077,-99.934,0.0195634,0.0139281,0.00106789,0.019759,0.0137325,0.181135
315,715,0.861168,99.9234,0.0236232,78,208,0.861176,-99.9235,0.0222947,0.0139395,0.00108284,0.0224327,0.0138014,0.12681
207,724,-0.370988,100.194,0.0270136,-30,199,-0.370987,-100.194,0.012295,0.0164296,0.000232943,0.0164426,0.0122819,1.51469
216,724,-0.108469,100.094,0.0237747,-21,199,-0.108475,-100.094,0.011301,0.0159892,0.000376781,0.0160193,0.011271,1.49111
225,724,-0.041883,100.043,0.023055,-12,199,-0.0418854,-100.043,0.0108424,0.0155987,0.000492864,0.0156493,0.0107918,1.46862
234,724,-0.0219481,99.998,0.0223506,-3,199,-0.0219421,-99.998,0.0109538,0.0152358,0.000556324,0.0153069,0.0108827,1.44369
243,724,0.000258626,99.9946,0.0219954,6,199,0.000259399,-99.9946,0.0113584,0.014951,0.000625941,0.015057,0.0112524,1.40315
252,724,0.0502786,100.023,0.022304,15,199,0.0502777,-100.023,0.0119673,0.0146905,0.000686485,0.0148538,0.011804,1.33731
261,724,0.148867,100.064,0.029934,24,199,0.148865,-100.064,0.0127839,0.0144562,0.000737042,0.0147347,0.0125054,1.20956
270,724,0.203643,100.042,0.0337282,33,199,0.203644,-100.042,0.0138118,0.0142501,0.000776611,0.0148379,0.013224,0.922911
279,724,0.225887,99.9908,0.029349,42,199,0.225891,-99.9908,0.0150548,0.0140742,0.000804093,0.0155063,0.0136227,0.511611
288,724,0.216146,99.9615,0.0261878,51,199,0.216156,-99.9615,0.0165167,0.0139305,0.00081829,0.0167538,0.0136933,0.282102
297,724,0.241316,99.984,0.02633,60,199,0.241302,-99.9839,0.0182011,0.0138212,0.000817928,0.0183489,0.0136735,0.178723
306,724,0.409099,99.9895,0.028014,69,199,0.409088,-99.9894,0.0204814,0.0137882,0.000790361,0.0205735,0.0136962,0.11596
315,724,0.760638,99.9754,0.0250372,78,199,0.760651,-99.9755,0.0233183,0.0138269,0.000721545,0.0233729,0.0137723,0.0754424
207,733,-0.397014,100.243,0.026056,-30,190,-0.397018,-100.243,0.011567,0.016192,0.000194223,0.0162002,0.0115589,1.5289
216,733,-0.154584,100.172,0.0217978,-21,190,-0.154587,-100.172,0.0107967,0.0158009,0.000374088,0.0158287,0.0107689,1.49659
225,733,-0.0752378,100.138,0.018912,-12,190,-0.0752411,-100.138,0.0105532,0.0154532,0.000502509,0.0155042,0.0105022,1.46965
234,733,-0.0380839,100.101,0.0181885,-3,190,-0.0380859,-100.101,0.0108527,0.0151201,0.000560011,0.0151924,0.0107804,1.44246
243,733,0.00862094,100.081,0.0187406,6,190,0.00862122,-100.081,0.0114207,0.0148549,0.000615547,0.0149619,0.0113137,1.39869
252,733,0.0592297,100.093,0.0206126,15,190,0.0592346,-100.093,0.0121863,0.0146097,0.00065445,0.0147752,0.0120208,1.32319
261,733,0.140629,100.12,0.0290273,24,190,0.140625,-100.12,0.0131523,0.0143866,0.000676125,0.0146849,0.012854,1.15533
270,733,0.174932,100.082,0.0294076,33,190,0.174927,-100.082,0.0143216,0.014188,0.000679942,0.014938,0.0135715,0.736435
279,733,0.204367,100.052,0.0266013,42,190,0.204376,-100.052,0.0156973,0.0140161,0.000665223,0.0159287,0.0137847,0.334726
